code,name,pop,cases,area,lng,lat,density,location,duration
11200,Brewarrina,1553,0,19163.4798,146.96210924642259,-29.78912802688174,0.08103956151011779,"146.96210924642259,-29.78912802688174",37834.8
17000,Singleton,23380,1,4892.717,150.96550721721314,-32.66020800503989,4.778531028874141,"150.96550721721314,-32.66020800503989",12918.0
10900,Blue Mountains,79195,24,1431.1442,150.41114130523147,-33.6974646158696,55.33684166836578,"150.41114130523147,-33.6974646158696",6378.1
17100,Strathfield,47767,27,14.0009,151.0764371577769,-33.8804237462332,3411.709247262676,"151.0764371577769,-33.8804237462332",1195.3
14870,Lithgow,21516,1,4512.2563,150.17909465312513,-33.277332566687605,4.7683461597693375,"150.17909465312513,-33.277332566687605",12482.6
17420,The Hills Shire,183791,67,386.1588,150.9620102548158,-33.58815314163266,475.9466830744243,"150.9620102548158,-33.58815314163266",3898.7
18250,Willoughby,81196,17,22.4258,151.19637056173246,-33.80109865938093,3620.6512142264714,"151.19637056173246,-33.80109865938093",1446.9
15270,Mid-Western Regional,25367,0,8752.259,149.74233660480937,-32.59340599949931,2.8983374463667038,"149.74233660480937,-32.59340599949931",14847.7
12930,Georges River,160272,102,38.3459,151.08636246449547,-33.97103877838801,4179.63850111746,"151.08636246449547,-33.97103877838801",913.3
14700,Lane Cove,40534,21,10.4794,151.16689398487057,-33.81999352190564,3867.9695402408533,"151.16689398487057,-33.81999352190564",1596.0
89399,ACT,431380,29,2358.172,149.00271876741513,-35.488373062124964,182.92982869782188,"149.00271876741513,-35.488373062124964",13344.6
14170,Inner West,201880,61,35.3713,151.1549751286719,-33.891501324556366,5707.452086861383,"151.1549751286719,-33.891501324556366",801.6
18200,Wentworth,7090,0,26256.2398,142.24473977162265,-33.570083848728316,0.2700310499144664,"142.24473977162265,-33.570083848728316",54955.7
10250,Ballina,45217,4,484.9389,153.4861843625708,-28.852851817084314,93.24267448950785,"153.4861843625708,-28.852851817084314",32352.1
12160,Cootamundra-Gundagai Regional,11225,0,3981.4173,148.09383137554534,-34.85244434951401,2.8193477734675034,"148.09383137554534,-34.85244434951401",15551.3
16260,Parramatta,260296,91,83.8294,151.02930457574845,-33.79934121733334,3105.0681503148057,"151.02930457574845,-33.79934121733334",1877.8
16950,Shoalhaven,107191,9,4566.6795,150.373837705699,-35.09381768065857,23.472415789196504,"150.373837705699,-35.09381768065857",9347.3
11500,Campbelltown,174078,72,311.9111,150.8457815886208,-34.08331652185667,558.1013307958582,"150.8457815886208,-34.08331652185667",2551.2
11800,Coffs Harbour,77648,4,1173.7437,153.03996213661637,-30.18893738213105,66.15413569418945,"153.03996213661637,-30.18893738213105",25331.0
10800,Bland,5937,0,8557.6535,146.96076367212353,-33.89445920853121,0.6937649438599027,"146.96076367212353,-33.89445920853121",24234.0
14850,Lismore,43667,1,1287.7043,153.27059612238435,-28.756033600388346,33.91073556250453,"153.27059612238435,-28.756033600388346",34657.0
16200,Parkes,14728,0,5957.6138,147.9609662497922,-32.88070953189364,2.4721307044105476,"147.9609662497922,-32.88070953189364",20741.2
18500,Woollahra,59431,78,12.2775,151.25739625153932,-33.87167415027717,4840.643453471798,"151.25739625153932,-33.87167415027717",1191.8
13340,Greater Hume Shire,10841,0,5749.5185,147.171973471523,-35.75053219250594,1.8855491985981085,"147.171973471523,-35.75053219250594",20662.4
13910,Hilltops,18617,0,7140.8863,148.50100245494085,-34.3519115101432,2.6070993456372493,"148.50100245494085,-34.3519115101432",15243.0
12950,Gilgandra,4229,0,4831.5057,148.69087707522525,-31.618862256167265,0.8752964940101385,"148.69087707522525,-31.618862256167265",24032.6
14920,Liverpool Plains,7853,0,5082.2397,150.43848862483787,-31.550653364651403,1.545184891613829,"150.43848862483787,-31.550653364651403",20373.9
10050,Albury,55055,3,305.9459,146.9704426335616,-36.02659569023541,179.95011536353323,"146.9704426335616,-36.02659569023541",22147.6
15650,Muswellbrook,16355,0,3404.884,150.63079525643218,-32.43978828664431,4.803394183179221,"150.63079525643218,-32.43978828664431",13220.9
18100,Weddin,3596,0,3414.8566,148.0110918348152,-33.872001177241934,1.0530456827967534,"148.0110918348152,-33.872001177241934",20270.8
12870,Federation,12598,0,5685.0486,146.27135296134614,-35.49582391427449,2.2159880919927404,"146.27135296134614,-35.49582391427449",25095.7
11570,Canterbury-Bankstown,380406,298,110.2368,151.03732186098173,-33.923508740166035,3450.8077157537227,"151.03732186098173,-33.923508740166035",960.5
17620,Upper Hunter Shire,14167,0,8096.0892,150.72741530222663,-31.9698013440421,1.749857202660267,"150.72741530222663,-31.9698013440421",15479.6
16380,Port Macquarie-Hastings,85952,1,3682.3921,152.5310964922701,-31.40973060919097,23.341349227856533,"152.5310964922701,-31.40973060919097",21384.6
17080,Snowy Valleys,14412,0,8959.0028,148.24966997657697,-35.73229079439277,1.608661178228452,"148.24966997657697,-35.73229079439277",24384.8
17040,Snowy Monaro Regional,20997,0,15163.5461,148.95921173441297,-36.39485921042826,1.384702487236808,"148.95921173441297,-36.39485921042826",19343.3
11520,Canada Bay,96550,39,19.9233,151.1148230522239,-33.85349892703472,4846.084734958566,"151.1148230522239,-33.85349892703472",1478.5
12150,Coonamble,3907,0,9916.0536,148.29107014019323,-30.870331161818516,0.3940075515525652,"148.29107014019323,-30.870331161818516",27888.2
10950,Bogan,2529,0,14599.8996,146.8668238372305,-31.53661473895192,0.1732203692688407,"146.8668238372305,-31.53661473895192",29500.1
11400,Cabonne,13677,1,6022.3498,148.75383268309142,-33.1525926811698,2.271040450025005,"148.75383268309142,-33.1525926811698",16206.8
14900,Liverpool,231296,214,305.7396,150.8251515954656,-33.93599677012223,756.5130588252225,"150.8251515954656,-33.93599677012223",2126.6
17350,Temora,6274,0,2802.016,147.4837280397477,-34.387900734341315,2.239102132179117,"147.4837280397477,-34.387900734341315",19164.3
10750,Blacktown,382831,127,240.0487,150.8643419805705,-33.74131370024443,1594.8055540396595,"150.8643419805705,-33.74131370024443",2755.9
16150,Orange,42503,5,284.2157,149.12034922908254,-33.32463689714988,149.54487032208283,"149.12034922908254,-33.32463689714988",13789.1
15240,Mid-Coast,94395,7,10053.8633,152.09558705960933,-32.014709868466575,9.388928134720112,"152.09558705960933,-32.014709868466575",14681.2
13800,Hawkesbury,67749,14,2775.1377,150.77341618769472,-33.334559378303254,24.412842649213406,"150.77341618769472,-33.334559378303254",8895.5
16700,Ryde,133224,60,40.4748,151.1105625315235,-33.79913702935751,3291.5295443090513,"151.1105625315235,-33.79913702935751",1913.7
12390,Dubbo Regional,54044,1,7534.5251,148.85385023327424,-32.42406261858918,7.172847562748182,"148.85385023327424,-32.42406261858918",19317.2
14100,Hunters Hill,14962,16,5.7169,151.14512857899192,-33.83335217239887,2617.1526526614075,"151.14512857899192,-33.83335217239887",1596.9
15300,Moree Plains,13077,1,17906.5241,149.6290667698298,-29.25223407217712,0.7302924859660508,"149.6290667698298,-29.25223407217712",33244.3
16900,Shellharbour,74622,4,147.4211,150.77385905798897,-34.58270372179359,506.18262921657754,"150.77385905798897,-34.58270372179359",5236.6
14750,Leeton,11343,0,1167.1877,146.3020352565878,-34.5323192675627,9.718231266487816,"146.3020352565878,-34.5323192675627",26189.7
18400,Wollondilly,54005,16,2555.434,150.44367772267853,-34.10192338084141,21.133396518947464,"150.44367772267853,-34.10192338084141",6031.6
13310,Goulburn Mulwaree,31554,5,3220.0796,149.81352611308455,-34.875830468068024,9.79913664246064,"149.81352611308455,-34.875830468068024",9782.3
13010,Glen Innes Severn,8873,1,5479.977,151.9030034708038,-29.64485217839121,1.6191673797171047,"151.9030034708038,-29.64485217839121",30125.7
14650,Lake Macquarie,207775,20,648.6398,151.5302602461765,-33.038822256976715,320.32416142210207,"151.5302602461765,-33.038822256976715",8355.5
16610,Richmond Valley,23490,0,3047.3748,153.04623798411018,-29.059541030598943,7.708274019985989,"153.04623798411018,-29.059541030598943",32439.0
14300,Junee,6676,0,2030.0222,147.66890968756823,-34.81709371625933,3.2886339863672425,"147.66890968756823,-34.81709371625933",18667.6
15560,Murrumbidgee,3916,0,6880.7902,145.72891199656357,-34.948785963098786,0.5691206803544162,"145.72891199656357,-34.948785963098786",28655.1
11300,Burwood,40866,17,7.1281,151.10315264986312,-33.88368552616633,5733.084552685849,"151.10315264986312,-33.88368552616633",1093.4
18050,Waverley,74276,236,9.3507,151.2668480864326,-33.89004992410144,7943.362529008524,"151.2668480864326,-33.89004992410144",1245.8
15750,Narrabri,13049,0,13014.9937,149.56461913405167,-30.35617454653674,1.0026128556635412,"149.56461913405167,-30.35617454653674",27681.5
17850,Walcha,3105,0,6261.0242,151.7846778294189,-31.16369373548745,0.4959252513350771,"151.7846778294189,-31.16369373548745",22592.8
16400,Port Stephens,74506,10,858.4357,151.84466211058748,-32.721817222315835,86.79275570668834,"151.84466211058748,-32.721817222315835",10121.0
10500,Bayside,181472,96,49.8904,151.16670158265117,-33.949412728797164,3637.413209755785,"151.16670158265117,-33.949412728797164",105.4
17550,Tweed,98382,2,1307.6562,153.35633453217503,-28.35998977264778,75.23537149902245,"153.35633453217503,-28.35998977264778",36047.5
15900,Newcastle,167363,19,186.7549,151.69568778704053,-32.88004907543234,896.1639025267879,"151.69568778704053,-32.88004907543234",8179.7
11150,Bourke,2625,0,41599.5072,145.35711759425647,-29.909398810465976,0.0631017090510149,"145.35711759425647,-29.909398810465976",40525.3
11350,Byron,35773,2,565.8029,153.48247399625245,-28.604126965411886,63.225197325782524,"153.48247399625245,-28.604126965411886",33848.6
13550,Gunnedah,12690,1,4987.0295,150.18893214573106,-31.046349632366887,2.5446009493226383,"150.18893214573106,-31.046349632366887",21532.2
11720,Cessnock,61256,9,1965.1589,151.22517196508952,-32.92508585821628,31.171016247083127,"151.22517196508952,-32.92508585821628",9718.6
17310,Tamworth Regional,62545,3,9884.3506,150.90572040144085,-30.891368424981366,6.327679230641617,"150.90572040144085,-30.891368424981366",22362.6
19399,Unincorporated NSW,961,0,93214.1592,142.2253811817619,-30.64322102455409,0.010309592536666898,"142.2253811817619,-30.64322102455409",55609.6
10650,Berrigan,8784,3,2065.7759,145.71114848907192,-35.73428434722171,4.252155328174755,"145.71114848907192,-35.73428434722171",29468.9
16100,Oberon,5419,0,3625.047,149.81138439670198,-33.88313440029394,1.4948771698684182,"149.81138439670198,-33.88313440029394",12508.0
13660,Gwydir,5299,0,9259.6542,150.5165090392623,-29.59171292995305,0.5722675907270921,"150.5165090392623,-29.59171292995305",29420.1
12850,Fairfield,210825,737,101.507,150.89540649888585,-33.865636205006965,2076.950358103382,"150.89540649888585,-33.865636205006965",2110.8
14000,Hornsby,152419,44,455.0375,151.0893990562516,-33.58386001730368,334.95920665879186,"151.0893990562516,-33.58386001730368",4350.0
17900,Walgett,5828,0,22308.3848,148.1948524260511,-29.815794595862837,0.2612470625842889,"148.1948524260511,-29.815794595862837",33201.0
12700,Dungog,9664,2,2249.9983,151.6080480513078,-32.34938368727571,4.295114356308624,"151.6080480513078,-32.34938368727571",12101.7
10470,Bathurst Regional,43996,0,3817.8646,149.52602874931048,-33.42947032743892,11.523719306336845,"149.52602874931048,-33.42947032743892",11637.7
15850,Narromine,6460,1,5261.5165,148.06542925564403,-32.225789291117984,1.227782902514893,"148.06542925564403,-32.225789291117984",25076.4
17200,Sydney,248736,152,26.7429,151.2027413754637,-33.88936073927025,9301.01073555972,"151.2027413754637,-33.88936073927025",911.6
12000,Coolamon,4291,0,2430.9037,147.10451388733728,-34.63234184019418,1.76518716064318,"147.10451388733728,-34.63234184019418",22876.9
11700,Central Darling,1829,0,53492.1931,143.58820683390348,-31.845014397210424,0.034191905285707945,"143.58820683390348,-31.845014397210424",44197.7
11730,Clarence Valley,51730,0,10428.6803,152.75145556946865,-29.68108914166177,4.960359174113334,"152.75145556946865,-29.68108914166177",31123.8
18450,Wollongong,219798,25,683.986,150.83730721065484,-34.368675447573644,321.34868257537437,"150.83730721065484,-34.368675447573644",3569.0
14600,Lachlan,6089,0,14968.2538,146.99127555816057,-32.91862717689199,0.40679427816757086,"146.99127555816057,-32.91862717689199",26328.5
15050,Maitland,87395,4,391.5087,151.54970728552627,-32.71081144780645,223.22620161442134,"151.54970728552627,-32.71081144780645",9039.5
14400,Kiama,23685,1,257.6636,150.7561991375902,-34.67886238309487,91.92218070383245,"150.7561991375902,-34.67886238309487",6232.5
