date,code,cases,recent
2020-04-03,18450,3,44.0
2020-04-03,16260,3,25.0
2020-04-03,15950,1,37.0
2020-04-03,16350,3,49.0
2020-04-03,16950,3,28.0
2020-04-03,16490,1,10.0
2020-04-03,16550,6,49.0
2020-04-03,16700,1,45.0
2020-04-03,17100,1,5.0
2020-04-03,17150,2,73.0
2020-04-03,17200,5,97.0
2020-04-03,18050,3,114.0
2020-04-03,14870,1,3.0
2020-04-03,16380,2,24.0
2020-04-03,14700,3,28.0
2020-04-03,15350,4,27.0
2020-04-03,14500,4,47.0
2020-04-03,14650,1,38.0
2020-04-03,10500,2,34.0
2020-04-03,10750,7,81.0
2020-04-03,10900,1,17.0
2020-04-03,11450,2,24.0
2020-04-03,11500,1,28.0
2020-04-03,11570,3,65.0
2020-04-03,11650,2,99.0
2020-04-03,10650,2,5.0
2020-04-03,12380,4,47.0
2020-04-03,12750,1,10.0
2020-04-03,12850,3,15.0
2020-04-03,12930,4,39.0
2020-04-03,13800,1,20.0
2020-04-03,14000,1,28.0
2020-04-03,14100,2,11.0
2020-04-03,11800,1,10.0
2020-04-03,14170,7,57.0
2020-04-04,15950,1,36.0
2020-04-04,15990,3,108.0
2020-04-04,16350,2,48.0
2020-04-04,16400,2,30.0
2020-04-04,16550,4,51.0
2020-04-04,16700,1,45.0
2020-04-04,17550,1,11.0
2020-04-04,17420,2,45.0
2020-04-04,18050,4,97.0
2020-04-04,18350,1,12.0
2020-04-04,18500,1,45.0
2020-04-04,15350,2,27.0
2020-04-04,17200,8,101.0
2020-04-04,15240,2,31.0
2020-04-04,17150,2,68.0
2020-04-04,14650,1,38.0
2020-04-04,14700,3,27.0
2020-04-04,10500,5,39.0
2020-04-04,10750,2,82.0
2020-04-04,11400,3,5.0
2020-04-04,11450,1,22.0
2020-04-04,11520,1,15.0
2020-04-04,11500,1,26.0
2020-04-04,11650,3,94.0
2020-04-04,12380,3,47.0
2020-04-04,12850,1,16.0
2020-04-04,12930,4,41.0
2020-04-04,14170,2,56.0
2020-04-04,14400,2,5.0
2020-04-04,11570,1,65.0
2020-04-05,16700,1,43.0
2020-04-05,15900,1,37.0
2020-04-05,15990,2,103.0
2020-04-05,16550,2,53.0
2020-04-05,16900,1,17.0
2020-04-05,18500,1,42.0
2020-04-05,17150,3,62.0
2020-04-05,17200,6,102.0
2020-04-05,17420,1,42.0
2020-04-05,18050,4,97.0
2020-04-05,18350,1,11.0
2020-04-05,15350,1,20.0
2020-04-05,17100,2,6.0
2020-04-05,14700,1,27.0
2020-04-05,14000,1,27.0
2020-04-05,14170,3,55.0
2020-04-05,10500,3,40.0
2020-04-05,14500,1,41.0
2020-04-05,11450,1,20.0
2020-04-05,11500,1,23.0
2020-04-05,11570,1,60.0
2020-04-05,10750,1,80.0
2020-04-05,11800,1,11.0
2020-04-05,12380,5,49.0
2020-04-05,12850,3,19.0
2020-04-05,12930,2,41.0
2020-04-05,14100,1,11.0
2020-04-05,11650,1,91.0
2020-04-06,15990,1,98.0
2020-04-06,17150,2,56.0
2020-04-06,16700,1,40.0
2020-04-06,16550,2,50.0
2020-04-06,16260,1,20.0
2020-04-06,16200,1,1.0
2020-04-06,18350,3,13.0
2020-04-06,16150,1,4.0
2020-04-06,14700,1,24.0
2020-04-06,11520,1,16.0
2020-04-06,12930,3,42.0
2020-04-06,12380,1,47.0
2020-04-06,11650,1,86.0
2020-04-06,11450,1,20.0
2020-04-06,11350,1,12.0
2020-04-06,10750,2,77.0
2020-04-06,10500,6,44.0
2020-04-06,10130,1,2.0
2020-04-06,14650,2,31.0
2020-04-07,16260,1,21.0
2020-04-07,16400,1,23.0
2020-04-07,16550,3,46.0
2020-04-07,16950,1,24.0
2020-04-07,18450,1,31.0
2020-04-07,17150,3,57.0
2020-04-07,17550,1,6.0
2020-04-07,18050,3,72.0
2020-04-07,15990,1,88.0
2020-04-07,17100,1,6.0
2020-04-07,15350,1,17.0
2020-04-07,15900,4,30.0
2020-04-07,14500,3,37.0
2020-04-07,14100,3,13.0
2020-04-07,14000,1,18.0
2020-04-07,12930,1,41.0
2020-04-07,12850,1,18.0
2020-04-07,11650,1,74.0
2020-04-07,11520,1,17.0
2020-04-07,11450,1,21.0
2020-04-07,10750,1,74.0
2020-04-07,10500,2,44.0
2020-04-07,14900,2,19.0
2020-04-08,14900,5,22.0
2020-04-08,15900,1,25.0
2020-04-08,15950,1,24.0
2020-04-08,15990,2,79.0
2020-04-08,16350,1,31.0
2020-04-08,18050,4,66.0
2020-04-08,16550,1,42.0
2020-04-08,17100,3,8.0
2020-04-08,17150,1,53.0
2020-04-08,17200,1,75.0
2020-04-08,16400,1,21.0
2020-04-08,14500,2,36.0
2020-04-08,14000,2,17.0
2020-04-08,10250,1,4.0
2020-04-08,12930,2,42.0
2020-04-08,12850,1,18.0
2020-04-08,11650,1,64.0
2020-04-08,11570,3,43.0
2020-04-08,11520,2,16.0
2020-04-08,11450,1,21.0
2020-04-08,11350,2,12.0
2020-04-08,11300,1,5.0
2020-04-08,10750,1,67.0
2020-04-08,10500,2,43.0
2020-04-08,14100,1,12.0
2020-04-09,15900,1,23.0
2020-04-09,15950,1,24.0
2020-04-09,15990,2,69.0
2020-04-09,16550,3,40.0
2020-04-09,12850,2,17.0
2020-04-09,17200,1,66.0
2020-04-09,18050,1,50.0
2020-04-09,18500,1,18.0
2020-04-09,14900,4,22.0
2020-04-09,17150,1,48.0
2020-04-09,14650,1,19.0
2020-04-09,12160,1,1.0
2020-04-09,13800,1,9.0
2020-04-09,12930,1,41.0
2020-04-09,12380,1,42.0
2020-04-09,11800,1,8.0
2020-04-09,11650,2,55.0
2020-04-09,11570,1,36.0
2020-04-09,11500,1,15.0
2020-04-09,10750,6,67.0
2020-04-09,10050,1,1.0
2020-04-09,14500,2,36.0
2020-04-10,16550,3,37.0
2020-04-10,16400,1,17.0
2020-04-10,16700,2,26.0
2020-04-10,16350,2,24.0
2020-04-10,18350,1,10.0
2020-04-10,18500,2,16.0
2020-04-10,16950,1,18.0
2020-04-10,15990,1,62.0
2020-04-10,14500,2,30.0
2020-04-10,14700,1,17.0
2020-04-10,14650,1,17.0
2020-04-10,14900,1,16.0
2020-04-10,12930,1,32.0
2020-04-10,12850,2,19.0
2020-04-10,11570,1,33.0
2020-04-10,10500,1,41.0
2020-04-10,10130,1,3.0
2020-04-11,18500,1,15.0
2020-04-11,18050,1,39.0
2020-04-11,17420,1,23.0
2020-04-11,17200,1,55.0
2020-04-11,16550,1,37.0
2020-04-11,16350,1,20.0
2020-04-11,17150,1,36.0
2020-04-11,15350,1,13.0
2020-04-11,15050,1,8.0
2020-04-11,14900,1,17.0
2020-04-11,11500,1,11.0
2020-04-11,10750,2,58.0
2020-04-11,10500,1,39.0
2020-04-11,15990,1,52.0
2020-04-12,18050,1,40.0
2020-04-12,16350,2,21.0
2020-04-12,10500,1,33.0
2020-04-12,14650,3,14.0
2020-04-13,10500,1,31.0
2020-04-13,15990,1,40.0
2020-04-13,16550,1,37.0
2020-04-13,17200,2,45.0
2020-04-14,16350,9,24.0
2020-04-14,18250,1,1.0
2020-04-14,17100,1,8.0
2020-04-14,16380,1,3.0
2020-04-14,15950,1,10.0
2020-04-14,17200,1,43.0
2020-04-14,14000,1,6.0
2020-04-14,10250,1,4.0
2020-04-14,10750,1,35.0
2020-04-14,14900,2,16.0
2020-04-14,12850,1,17.0
2020-04-14,11520,1,7.0
2020-04-15,17200,1,32.0
2020-04-15,16700,2,8.0
2020-04-15,16550,1,30.0
2020-04-15,15990,2,25.0
2020-04-15,16350,9,31.0
2020-04-15,15270,1,1.0
2020-04-15,14900,1,17.0
2020-04-15,12930,1,22.0
2020-04-15,11570,1,14.0
2020-04-15,15900,1,9.0
2020-04-16,18250,1,2.0
2020-04-16,17200,1,27.0
2020-04-16,17150,1,16.0
2020-04-16,16350,9,38.0
2020-04-16,15990,1,24.0
2020-04-16,15270,1,2.0
2020-04-16,15050,1,3.0
2020-04-16,11520,1,7.0
2020-04-16,11500,1,6.0
2020-04-16,11450,2,9.0
2020-04-16,10500,1,25.0
2020-04-16,10050,1,2.0
2020-04-16,13800,1,3.0
2020-04-17,18450,1,2.0
2020-04-17,17420,1,5.0
2020-04-17,17310,1,1.0
2020-04-17,17200,1,23.0
2020-04-17,17150,1,15.0
2020-04-17,16380,1,2.0
2020-04-17,16150,1,2.0
2020-04-17,15300,1,1.0
2020-04-17,14650,1,9.0
2020-04-17,14100,1,6.0
2020-04-17,12930,1,16.0
2020-04-17,10130,1,3.0
2020-04-17,16350,2,37.0
2020-04-18,16550,1,18.0
2020-04-18,18050,2,16.0
2020-04-18,17150,1,14.0
2020-04-18,16350,8,43.0
2020-04-18,11520,1,7.0
2020-04-18,14000,1,6.0
2020-04-18,11570,1,8.0
2020-04-18,14900,1,17.0
2020-04-18,11650,1,7.0
2020-04-19,10750,1,14.0
2020-04-19,11570,1,8.0
2020-04-19,14000,1,6.0
2020-04-19,15990,2,14.0
2020-04-19,16350,2,45.0
2020-04-20,15950,1,4.0
2020-04-20,15990,1,14.0
2020-04-21,16350,1,46.0
2020-04-21,14170,1,1.0
2020-04-21,11800,2,3.0
2020-04-21,14000,2,7.0
2020-04-22,12850,1,6.0
2020-04-22,14870,1,1.0
2020-04-22,17200,1,9.0
2020-04-23,18250,1,3.0
2020-04-23,18350,1,2.0
2020-04-23,12930,1,4.0
2020-04-23,11570,2,6.0
2020-04-23,10900,2,2.0
2020-04-23,12850,1,5.0
2020-04-24,10900,1,3.0
2020-04-24,11520,1,4.0
2020-04-24,14000,2,7.0
2020-04-24,16350,9,52.0
2020-04-24,17200,1,9.0
2020-04-25,16350,1,52.0
2020-04-25,17100,1,2.0
2020-04-25,17420,1,2.0
2020-04-26,15240,1,1.0
2020-04-27,15990,1,7.0
2020-04-27,11520,2,6.0
2020-04-27,14000,1,8.0
2020-04-27,16350,1,51.0
2020-04-28,16610,1,1.0
2020-04-28,17420,1,3.0
2020-04-28,16350,1,43.0
2020-04-28,14170,1,2.0
2020-04-28,11570,3,8.0
2020-04-28,11520,1,6.0
2020-04-28,10750,2,3.0
2020-04-29,11570,1,8.0
2020-04-29,16350,1,35.0
2020-04-29,18500,1,1.0
2020-04-30,18450,1,2.0
2020-04-30,16550,1,2.0
2020-04-30,16350,5,31.0
2020-04-30,14650,2,3.0
2020-04-30,14000,1,8.0
2020-04-30,12380,1,1.0
2020-04-30,11650,1,2.0
2020-04-30,11450,1,1.0
2020-04-30,10750,1,4.0
2020-05-01,14500,1,1.0
2020-05-01,17100,1,2.0
2020-05-02,12380,1,2.0
2020-05-02,18400,1,1.0
2020-05-03,10900,1,4.0
2020-05-04,14170,1,3.0
2020-05-04,12850,1,3.0
2020-05-04,10750,1,4.0
2020-05-04,12380,1,3.0
2020-05-05,11520,2,6.0
2020-05-05,12850,1,4.0
2020-05-05,16550,1,2.0
2020-05-06,16260,1,1.0
2020-05-06,16350,1,19.0
2020-05-06,17100,1,3.0
2020-05-07,16350,1,20.0
2020-05-07,12850,1,3.0
2020-05-08,11450,1,2.0
2020-05-08,11650,1,2.0
2020-05-08,14170,1,3.0
2020-05-08,15240,1,2.0
2020-05-09,18400,1,2.0
2020-05-12,16350,1,9.0
2020-05-12,17150,2,2.0
2020-05-12,13310,2,2.0
2020-05-13,16260,1,2.0
2020-05-13,10750,1,3.0
2020-05-13,10900,1,2.0
2020-05-14,10750,2,4.0
2020-05-14,17420,1,1.0
2020-05-18,14500,1,1.0
2020-05-19,11570,1,1.0
2020-05-19,12380,1,1.0
2020-05-19,16150,1,1.0
2020-05-20,14500,1,2.0
2020-05-21,12380,2,3.0
2020-05-21,17100,1,1.0
2020-05-23,17100,1,2.0
2020-05-24,10750,1,4.0
2020-05-25,12850,1,1.0
2020-05-28,18450,1,1.0
2020-05-30,17420,2,2.0
2020-05-31,10750,3,4.0
2020-05-31,12380,1,4.0
2020-06-01,12380,2,6.0
2020-06-01,10750,2,6.0
2020-06-02,10750,1,7.0
2020-06-03,16260,1,1.0
2020-06-03,12850,1,2.0
2020-06-04,10750,3,10.0
2020-06-06,17200,1,1.0
2020-06-07,12850,2,4.0
2020-06-08,14650,1,1.0
2020-06-09,11500,2,2.0
2020-06-09,11570,1,1.0
2020-06-11,10750,1,10.0
2020-06-11,12380,1,4.0
2020-06-11,18500,1,1.0
2020-06-12,11570,1,2.0
2020-06-12,12850,1,4.0
2020-06-12,17150,1,1.0
2020-06-13,14900,1,1.0
2020-06-13,12380,3,7.0
2020-06-13,17150,1,2.0
2020-06-13,11570,1,3.0
2020-06-13,11650,2,2.0
2020-06-14,18050,1,1.0
2020-06-14,17200,2,3.0
2020-06-14,11450,1,1.0
2020-06-14,12850,1,5.0
2020-06-14,16900,1,1.0
2020-06-17,11450,2,3.0
2020-06-18,16550,1,1.0
2020-06-19,12380,1,5.0
2020-06-20,16150,1,1.0
2020-06-20,16900,5,6.0
2020-06-21,11570,1,4.0
2020-06-22,12380,1,6.0
2020-06-23,10750,2,3.0
2020-06-23,11570,1,4.0
2020-06-23,11800,1,1.0
2020-06-23,12380,1,7.0
2020-06-23,16350,1,1.0
2020-06-23,17200,1,3.0
2020-06-24,12380,2,9.0
2020-06-24,14700,1,1.0
2020-06-24,10750,1,4.0
2020-06-25,11450,1,4.0
2020-06-25,11800,1,2.0
2020-06-25,12380,1,9.0
2020-06-25,16350,1,2.0
2020-06-26,10750,2,5.0
2020-06-26,11570,1,4.0
2020-06-26,11650,1,3.0
2020-06-26,14500,1,1.0
2020-06-27,10750,1,6.0
2020-06-27,11570,1,4.0
2020-06-27,11650,1,2.0
2020-06-27,12380,1,7.0
2020-06-27,16260,1,1.0
2020-06-27,18450,1,1.0
2020-06-28,12380,1,8.0
2020-06-28,14900,1,1.0
2020-06-28,11450,1,4.0
2020-06-29,10750,2,8.0
2020-06-30,16350,1,3.0
2020-06-30,16260,2,3.0
2020-06-30,14000,1,1.0
2020-06-30,11570,1,5.0
2020-06-30,10750,3,11.0
2020-07-01,12380,2,10.0
2020-07-02,11650,1,3.0
2020-07-03,10750,2,13.0
2020-07-03,12380,2,11.0
2020-07-03,15990,1,1.0
2020-07-03,17100,1,1.0
2020-07-03,17150,1,1.0
2020-07-04,18250,1,1.0
2020-07-04,16490,1,1.0
2020-07-04,14900,1,2.0
2020-07-04,11570,3,8.0
2020-07-04,12850,1,1.0
2020-07-04,10750,1,14.0
2020-07-04,14170,1,1.0
2020-07-05,11570,1,8.0
2020-07-05,12380,1,12.0
2020-07-05,17420,1,1.0
2020-07-06,16260,1,4.0
2020-07-06,15900,1,1.0
2020-07-06,10050,3,3.0
2020-07-06,11570,2,10.0
2020-07-07,11500,1,1.0
2020-07-07,12380,1,11.0
2020-07-08,16950,1,1.0
2020-07-08,10750,1,12.0
2020-07-08,11500,1,2.0
2020-07-08,12380,1,10.0
2020-07-08,14900,1,3.0
2020-07-08,16350,1,3.0
2020-07-09,10900,2,2.0
2020-07-09,14500,1,2.0
2020-07-09,16350,2,4.0
2020-07-09,17100,2,3.0
2020-07-10,10900,2,4.0
2020-07-10,12380,1,10.0
2020-07-10,10500,1,1.0
2020-07-11,17080,1,1.0
2020-07-11,14900,1,4.0
2020-07-12,10500,1,2.0
2020-07-12,11570,1,8.0
2020-07-12,12850,1,2.0
2020-07-12,14900,6,9.0
2020-07-12,15990,1,2.0
2020-07-12,17200,1,1.0
2020-07-12,18400,1,1.0
2020-07-13,18400,3,4.0
2020-07-13,16900,1,1.0
2020-07-13,16260,1,4.0
2020-07-13,15990,1,3.0
2020-07-13,12850,1,3.0
2020-07-13,14650,1,1.0
2020-07-13,11500,2,4.0
2020-07-13,14900,5,14.0
2020-07-14,18350,1,1.0
2020-07-14,16700,2,2.0
2020-07-14,14900,3,17.0
2020-07-14,11500,1,5.0
2020-07-14,10750,1,5.0
2020-07-14,12930,1,1.0
2020-07-15,16950,1,2.0
2020-07-15,10750,1,6.0
2020-07-15,11500,1,6.0
2020-07-15,14850,1,1.0
2020-07-15,14900,2,19.0
2020-07-15,16260,1,3.0
2020-07-16,14300,1,1.0
2020-07-16,12930,1,2.0
2020-07-16,12850,1,4.0
2020-07-16,10500,1,3.0
2020-07-16,11500,1,7.0
2020-07-16,14650,1,2.0
2020-07-16,11570,2,9.0
2020-07-16,16350,1,4.0
2020-07-17,16900,1,2.0
2020-07-17,17200,1,2.0
2020-07-17,14900,2,21.0
2020-07-17,17150,1,1.0
2020-07-17,11570,1,10.0
2020-07-17,11450,1,1.0
2020-07-17,12930,1,3.0
2020-07-17,11500,1,8.0
2020-07-18,10750,1,4.0
2020-07-18,11570,3,10.0
2020-07-18,12380,4,8.0
2020-07-18,12850,3,6.0
2020-07-18,14900,1,21.0
2020-07-18,15900,1,2.0
2020-07-18,16350,1,5.0
2020-07-19,17420,2,2.0
2020-07-19,17150,3,4.0
2020-07-19,16350,1,6.0
2020-07-19,16260,1,4.0
2020-07-19,18500,1,1.0
2020-07-19,12850,3,9.0
2020-07-19,14900,1,22.0
2020-07-19,10500,1,4.0
2020-07-19,18400,1,5.0
2020-07-19,12750,3,3.0
2020-07-19,10750,1,5.0
2020-07-20,17420,2,4.0
2020-07-20,10750,2,7.0
2020-07-20,10900,1,5.0
2020-07-20,12380,2,9.0
2020-07-20,12850,3,12.0
2020-07-20,14900,2,24.0
2020-07-20,16260,1,4.0
2020-07-21,17420,1,5.0
2020-07-21,16400,1,1.0
2020-07-21,14900,2,26.0
2020-07-21,12930,1,4.0
2020-07-21,11570,1,8.0
2020-07-21,12380,2,10.0
2020-07-21,11500,1,8.0
2020-07-21,12850,5,17.0
2020-07-22,18450,2,2.0
2020-07-22,17200,2,4.0
2020-07-22,17150,1,5.0
2020-07-22,16700,1,3.0
2020-07-22,16400,3,4.0
2020-07-22,14650,1,3.0
2020-07-22,12850,2,19.0
2020-07-22,10750,1,7.0
2020-07-22,14900,3,28.0
2020-07-23,12380,2,11.0
2020-07-23,12850,2,21.0
2020-07-23,16260,2,6.0
2020-07-23,17420,1,6.0
2020-07-24,17200,1,5.0
2020-07-24,16260,1,7.0
2020-07-24,14900,1,29.0
2020-07-24,11570,4,12.0
2020-07-24,12380,4,14.0
2020-07-24,12850,5,26.0
2020-07-25,14900,3,31.0
2020-07-25,16260,3,10.0
2020-07-25,12850,1,27.0
2020-07-25,18450,1,3.0
2020-07-25,11500,2,9.0
2020-07-25,11350,2,2.0
2020-07-25,11570,4,16.0
2020-07-26,10750,1,8.0
2020-07-26,11570,1,16.0
2020-07-26,12380,1,15.0
2020-07-26,14170,1,1.0
2020-07-26,14900,1,26.0
2020-07-26,17200,1,5.0
2020-07-27,18050,1,1.0
2020-07-27,17200,1,6.0
2020-07-27,16550,1,1.0
2020-07-27,16400,1,5.0
2020-07-27,14900,1,22.0
2020-07-27,16260,4,13.0
2020-07-27,12850,1,26.0
2020-07-27,11570,3,19.0
2020-07-27,16350,1,4.0
2020-07-28,16550,1,2.0
2020-07-28,18050,1,2.0
2020-07-28,17420,1,7.0
2020-07-28,17200,2,8.0
2020-07-28,17000,1,1.0
2020-07-28,16400,1,6.0
2020-07-28,12930,1,4.0
2020-07-28,14170,1,2.0
2020-07-28,12850,3,29.0
2020-07-28,12380,6,21.0
2020-07-28,11650,1,1.0
2020-07-28,11500,1,7.0
2020-07-28,10750,2,9.0
2020-07-29,18050,1,3.0
2020-07-29,17200,1,9.0
2020-07-29,16400,1,7.0
2020-07-29,15990,1,1.0
2020-07-29,14900,2,19.0
2020-07-29,12850,3,32.0
2020-07-29,12380,4,25.0
2020-07-29,10750,1,9.0
2020-07-30,18250,1,1.0
2020-07-30,17200,2,11.0
2020-07-30,17150,1,6.0
2020-07-30,16260,4,16.0
2020-07-30,16150,1,1.0
2020-07-30,14900,2,21.0
2020-07-30,14170,2,4.0
2020-07-30,11570,3,20.0
2020-07-30,11520,1,1.0
2020-07-30,11500,1,6.0
2020-07-30,10750,2,11.0
2020-07-30,10500,1,2.0
2020-07-31,18450,1,4.0
2020-07-31,18050,2,5.0
2020-07-31,14900,1,20.0
2020-07-31,12850,6,37.0
2020-07-31,11570,1,20.0
2020-07-31,11520,1,2.0
2020-07-31,11500,1,6.0
2020-07-31,10750,1,12.0
2020-07-31,12380,1,26.0
2020-08-01,16260,2,18.0
2020-08-01,17750,1,1.0
2020-08-01,17150,1,6.0
2020-08-01,14900,4,23.0
2020-08-01,14170,2,6.0
2020-08-01,12850,1,35.0
2020-08-01,12380,1,23.0
2020-08-01,11520,1,3.0
2020-08-01,11500,1,7.0
2020-08-02,18050,1,6.0
2020-08-02,17750,3,4.0
2020-08-02,17200,1,11.0
2020-08-02,17420,1,6.0
2020-08-02,12380,1,24.0
2020-08-02,11500,2,9.0
2020-08-02,12850,1,33.0
2020-08-03,17200,3,14.0
2020-08-03,11500,2,11.0
2020-08-03,11570,1,18.0
2020-08-03,12850,3,33.0
2020-08-03,14900,4,24.0
2020-08-04,12850,4,32.0
2020-08-04,15990,1,2.0
2020-08-04,11500,2,12.0
2020-08-04,11520,1,4.0
2020-08-05,11570,1,18.0
2020-08-05,12380,2,22.0
2020-08-05,12850,3,33.0
2020-08-05,14900,1,20.0
2020-08-05,15900,1,1.0
2020-08-05,16260,2,18.0
2020-08-05,17200,3,15.0
2020-08-06,16260,1,17.0
2020-08-06,15900,2,3.0
2020-08-06,12850,2,33.0
2020-08-06,11520,1,5.0
2020-08-06,11500,1,13.0
2020-08-06,12380,4,24.0
2020-08-07,12850,5,33.0
2020-08-07,17200,1,15.0
2020-08-07,17420,1,3.0
2020-08-08,17150,1,3.0
2020-08-08,17420,1,4.0
2020-08-08,16200,1,1.0
2020-08-08,12850,4,36.0
2020-08-08,14000,3,3.0
2020-08-08,11500,3,14.0
2020-08-08,10750,1,8.0
2020-08-09,10750,1,8.0
2020-08-09,11500,2,16.0
2020-08-09,12380,1,20.0
2020-08-09,16260,1,14.0
2020-08-09,17420,7,11.0
2020-08-10,17420,3,14.0
2020-08-10,16260,2,12.0
2020-08-10,14500,1,1.0
2020-08-10,14100,1,1.0
2020-08-10,14000,2,5.0
2020-08-10,16700,1,1.0
2020-08-10,12750,3,3.0
2020-08-10,11650,1,2.0
2020-08-10,11570,1,7.0
2020-08-10,11500,1,17.0
2020-08-10,10750,1,9.0
2020-08-10,12850,3,38.0
2020-08-11,18400,1,1.0
2020-08-11,17420,1,14.0
2020-08-11,14900,3,17.0
2020-08-11,16350,1,1.0
2020-08-11,12380,2,16.0
2020-08-11,11570,1,8.0
2020-08-11,11500,2,18.0
2020-08-11,12850,4,39.0
2020-08-12,11570,2,10.0
2020-08-12,12850,2,38.0
2020-08-12,14700,1,1.0
2020-08-12,17420,1,15.0
2020-08-13,11500,1,18.0
2020-08-13,11570,3,10.0
2020-08-13,12850,4,42.0
2020-08-13,14000,1,6.0
2020-08-13,18500,3,3.0
2020-08-14,17420,1,16.0
2020-08-14,12850,3,39.0
2020-08-14,12380,3,14.0
2020-08-15,11570,2,11.0
2020-08-15,12380,1,14.0
2020-08-15,12850,1,39.0
2020-08-15,17420,2,18.0
2020-08-16,11500,1,15.0
2020-08-16,12380,2,15.0
2020-08-16,14900,1,9.0
2020-08-16,18400,1,2.0
2020-08-17,11500,1,14.0
2020-08-17,15990,1,2.0
2020-08-18,17150,1,2.0
2020-08-18,15990,1,2.0
2020-08-18,17420,2,19.0
2020-08-18,10750,1,4.0
2020-08-18,12850,3,34.0
2020-08-19,14900,1,5.0
2020-08-20,17420,1,20.0
2020-08-20,14000,1,7.0
2020-08-20,11500,1,12.0
2020-08-20,12850,2,31.0
2020-08-21,10750,1,5.0
2020-08-21,11500,1,13.0
2020-08-21,11520,1,1.0
2020-08-21,11570,1,10.0
2020-08-21,12850,1,27.0
2020-08-21,14900,1,6.0
2020-08-21,17420,1,20.0
2020-08-22,16950,1,1.0
2020-08-22,17100,1,1.0
2020-08-23,10750,1,4.0
2020-08-23,14900,1,7.0
2020-08-24,17420,1,10.0
2020-08-24,12850,1,21.0
2020-08-25,15990,1,3.0
2020-08-25,16550,1,1.0
2020-08-25,10750,2,5.0
2020-08-25,14170,1,1.0
2020-08-25,18050,1,1.0
2020-08-26,16550,1,2.0
2020-08-26,17200,1,1.0
2020-08-26,14500,2,2.0
2020-08-26,14100,1,1.0
2020-08-26,12850,2,17.0
2020-08-26,11650,1,1.0
2020-08-26,11500,1,6.0
2020-08-26,10750,3,8.0
2020-08-27,17150,2,3.0
2020-08-27,16550,1,3.0
2020-08-27,15950,1,1.0
2020-08-27,14700,1,1.0
2020-08-27,14500,1,3.0
2020-08-27,12850,3,16.0
2020-08-27,11500,1,6.0
2020-08-27,11300,1,1.0
2020-08-27,10750,2,10.0
2020-08-27,10500,1,1.0
2020-08-27,14170,1,2.0
2020-08-28,18050,1,2.0
2020-08-28,18500,2,2.0
2020-08-28,17200,1,2.0
2020-08-28,16550,1,4.0
2020-08-28,16260,1,1.0
2020-08-28,14500,2,5.0
2020-08-28,11570,1,4.0
2020-08-29,10750,1,11.0
2020-08-29,14170,1,3.0
2020-08-29,14500,1,6.0
2020-08-29,17200,1,3.0
2020-08-29,18050,3,5.0
2020-08-30,17150,1,4.0
2020-08-30,14900,1,4.0
2020-08-30,14500,1,7.0
2020-08-30,14000,1,2.0
2020-08-30,11570,1,3.0
2020-08-30,12380,1,1.0
2020-08-30,10750,1,12.0
2020-08-30,12850,1,13.0
2020-08-31,15950,1,2.0
2020-08-31,17200,1,4.0
2020-08-31,15240,1,1.0
2020-08-31,15990,1,3.0
2020-08-31,12380,6,7.0
2020-08-31,11650,1,2.0
2020-08-31,14000,1,3.0
2020-09-01,11520,1,2.0
2020-09-01,18050,2,7.0
2020-09-01,16550,1,5.0
2020-09-01,15350,1,1.0
2020-09-01,18500,1,3.0
2020-09-01,14170,1,4.0
2020-09-01,12380,3,10.0
2020-09-01,11570,1,4.0
2020-09-01,14500,2,9.0
2020-09-01,17200,2,6.0
2020-09-02,10500,1,2.0
2020-09-02,11570,2,6.0
2020-09-02,12380,2,12.0
2020-09-02,16550,1,6.0
2020-09-02,17100,1,2.0
2020-09-02,17350,1,1.0
2020-09-02,18050,1,8.0
2020-09-03,18250,1,1.0
2020-09-03,18500,1,4.0
2020-09-03,14900,1,4.0
2020-09-03,11570,2,8.0
2020-09-03,16550,1,7.0
2020-09-04,11570,2,9.0
2020-09-04,14500,2,11.0
2020-09-04,17150,1,4.0
2020-09-04,18050,1,9.0
2020-09-04,18450,1,1.0
2020-09-05,18050,2,11.0
2020-09-05,16900,1,1.0
2020-09-05,14170,1,5.0
2020-09-05,10750,1,11.0
2020-09-05,11570,3,12.0
2020-09-06,11300,1,2.0
2020-09-06,14100,1,2.0
2020-09-06,17420,1,2.0
2020-09-06,18400,1,1.0
2020-09-07,16550,1,8.0
2020-09-07,17750,1,1.0
2020-09-07,17150,1,5.0
2020-09-07,16350,1,1.0
2020-09-07,12380,1,13.0
2020-09-07,11570,1,13.0
2020-09-07,11300,2,4.0
2020-09-07,10750,1,11.0
2020-09-08,10750,1,10.0
2020-09-08,14000,1,3.0
2020-09-08,14500,1,12.0
2020-09-08,15950,1,3.0
2020-09-08,18050,1,11.0
2020-09-09,18450,1,2.0
2020-09-09,18050,2,13.0
2020-09-09,17200,1,6.0
2020-09-09,10750,2,9.0
2020-09-09,12380,1,14.0
2020-09-09,10900,2,2.0
2020-09-09,16260,1,2.0
2020-09-10,18050,1,14.0
2020-09-10,17620,1,1.0
2020-09-10,18450,1,3.0
2020-09-10,14100,1,2.0
2020-09-10,11300,1,4.0
2020-09-10,16550,1,6.0
2020-09-11,10750,1,8.0
2020-09-11,10900,1,3.0
2020-09-11,11500,1,1.0
2020-09-11,12380,1,15.0
2020-09-11,16260,1,2.0
2020-09-11,16350,1,2.0
