date,code,cases,recent
2020-03-17,10470,1,1.0
2020-03-17,10500,2,7.0
2020-03-17,11300,1,1.0
2020-03-17,11350,1,2.0
2020-03-17,11450,3,4.0
2020-03-17,11650,1,3.0
2020-03-17,10750,1,8.0
2020-03-17,12380,1,6.0
2020-03-17,14100,1,4.0
2020-03-17,14170,1,6.0
2020-03-17,14400,1,1.0
2020-03-17,14500,3,6.0
2020-03-17,11720,1,4.0
2020-03-18,16350,2,7.0
2020-03-18,18500,3,20.0
2020-03-18,18450,1,3.0
2020-03-18,18050,8,26.0
2020-03-18,17550,2,2.0
2020-03-18,17420,1,4.0
2020-03-18,17200,10,25.0
2020-03-18,17150,4,18.0
2020-03-18,16950,1,2.0
2020-03-18,15950,1,5.0
2020-03-18,15900,1,4.0
2020-03-18,15350,1,9.0
2020-03-18,15050,1,1.0
2020-03-18,14170,1,7.0
2020-03-18,14000,1,11.0
2020-03-18,12380,2,8.0
2020-03-18,11650,2,5.0
2020-03-18,11570,1,3.0
2020-03-18,11450,1,5.0
2020-03-18,10750,1,9.0
2020-03-19,15240,1,3.0
2020-03-19,15990,3,15.0
2020-03-19,16260,1,16.0
2020-03-19,16350,1,8.0
2020-03-19,16550,4,10.0
2020-03-19,16700,1,8.0
2020-03-19,18050,3,29.0
2020-03-19,17200,6,31.0
2020-03-19,17420,2,6.0
2020-03-19,14900,1,5.0
2020-03-19,18450,1,4.0
2020-03-19,18500,4,24.0
2020-03-19,17150,2,19.0
2020-03-19,14700,2,6.0
2020-03-19,12380,3,11.0
2020-03-19,14500,3,9.0
2020-03-19,14650,3,4.0
2020-03-19,10900,1,4.0
2020-03-19,11450,2,7.0
2020-03-19,11570,3,6.0
2020-03-19,12700,1,1.0
2020-03-19,11650,2,7.0
2020-03-19,13800,1,3.0
2020-03-19,14000,1,11.0
2020-03-19,14100,1,5.0
2020-03-19,14170,1,8.0
2020-03-19,14400,1,2.0
2020-03-19,12930,1,2.0
2020-03-20,15950,1,6.0
2020-03-20,16700,4,12.0
2020-03-20,15990,4,18.0
2020-03-20,16150,1,5.0
2020-03-20,16260,1,15.0
2020-03-20,16550,1,11.0
2020-03-20,17100,1,1.0
2020-03-20,18450,2,6.0
2020-03-20,17200,5,36.0
2020-03-20,17420,1,7.0
2020-03-20,18050,16,45.0
2020-03-20,18350,4,8.0
2020-03-20,18500,10,34.0
2020-03-20,15240,2,5.0
2020-03-20,17150,4,22.0
2020-03-20,15050,2,3.0
2020-03-20,14650,3,7.0
2020-03-20,14900,2,7.0
2020-03-20,10470,1,2.0
2020-03-20,10500,1,8.0
2020-03-20,10750,2,11.0
2020-03-20,10900,1,5.0
2020-03-20,11650,1,8.0
2020-03-20,11720,1,5.0
2020-03-20,11570,6,12.0
2020-03-20,12700,1,2.0
2020-03-20,12930,1,3.0
2020-03-20,14000,3,12.0
2020-03-20,14170,1,9.0
2020-03-20,14500,1,10.0
2020-03-20,14920,1,1.0
2020-03-20,11730,1,1.0
2020-03-21,16700,1,13.0
2020-03-21,16260,1,16.0
2020-03-21,16350,3,11.0
2020-03-21,16380,1,1.0
2020-03-21,16490,2,2.0
2020-03-21,16550,2,13.0
2020-03-21,16900,1,1.0
2020-03-21,18450,2,8.0
2020-03-21,17150,7,29.0
2020-03-21,17200,4,40.0
2020-03-21,17420,2,9.0
2020-03-21,18050,21,66.0
2020-03-21,18250,3,8.0
2020-03-21,15950,2,8.0
2020-03-21,18500,8,42.0
2020-03-21,17100,1,2.0
2020-03-21,15900,4,8.0
2020-03-21,15990,12,30.0
2020-03-21,15240,1,6.0
2020-03-21,15350,2,11.0
2020-03-21,10550,2,2.0
2020-03-21,10750,1,12.0
2020-03-21,11450,3,10.0
2020-03-21,11570,1,13.0
2020-03-21,11650,8,16.0
2020-03-21,12380,3,13.0
2020-03-21,12750,2,2.0
2020-03-21,11500,3,4.0
2020-03-21,13800,1,4.0
2020-03-21,14000,2,14.0
2020-03-21,14170,3,12.0
2020-03-21,14500,5,15.0
2020-03-21,14650,1,8.0
2020-03-21,14700,4,10.0
2020-03-21,12930,2,5.0
2020-03-21,14900,1,8.0
2020-03-22,16400,1,1.0
2020-03-22,16380,2,3.0
2020-03-22,16350,1,12.0
2020-03-22,15950,2,10.0
2020-03-22,15990,7,37.0
2020-03-22,15900,3,11.0
2020-03-22,16490,1,3.0
2020-03-22,16260,2,15.0
2020-03-22,16700,3,16.0
2020-03-22,18450,4,12.0
2020-03-22,17150,9,38.0
2020-03-22,17200,5,45.0
2020-03-22,17310,2,2.0
2020-03-22,17400,2,2.0
2020-03-22,17420,4,13.0
2020-03-22,18050,4,70.0
2020-03-22,18350,2,10.0
2020-03-22,18500,4,45.0
2020-03-22,15350,8,19.0
2020-03-22,16950,1,3.0
2020-03-22,15240,1,7.0
2020-03-22,16900,3,4.0
2020-03-22,14900,4,11.0
2020-03-22,10050,1,1.0
2020-03-22,10250,1,1.0
2020-03-22,10470,2,4.0
2020-03-22,10500,2,10.0
2020-03-22,10550,1,3.0
2020-03-22,10850,1,1.0
2020-03-22,11450,3,13.0
2020-03-22,11500,4,8.0
2020-03-22,11570,6,19.0
2020-03-22,15050,1,4.0
2020-03-22,10750,3,15.0
2020-03-22,11730,2,3.0
2020-03-22,12380,3,16.0
2020-03-22,12930,2,7.0
2020-03-22,13800,1,5.0
2020-03-22,14100,1,6.0
2020-03-22,14170,4,16.0
2020-03-22,14500,2,17.0
2020-03-22,14650,1,9.0
2020-03-22,14700,1,11.0
2020-03-22,11650,4,20.0
2020-03-23,16490,1,4.0
2020-03-23,16400,3,4.0
2020-03-23,16380,1,4.0
2020-03-23,16350,3,15.0
2020-03-23,16260,3,15.0
2020-03-23,15270,1,1.0
2020-03-23,15950,3,13.0
2020-03-23,15900,7,18.0
2020-03-23,15700,1,1.0
2020-03-23,16550,5,18.0
2020-03-23,15990,6,43.0
2020-03-23,16700,4,19.0
2020-03-23,18350,1,11.0
2020-03-23,16950,2,5.0
2020-03-23,17150,8,46.0
2020-03-23,17200,7,50.0
2020-03-23,17310,1,3.0
2020-03-23,17420,3,16.0
2020-03-23,17550,6,8.0
2020-03-23,18020,1,1.0
2020-03-23,18050,15,85.0
2020-03-23,18250,2,9.0
2020-03-23,15240,2,9.0
2020-03-23,18450,5,17.0
2020-03-23,18500,9,54.0
2020-03-23,16900,2,6.0
2020-03-23,14920,1,2.0
2020-03-23,15050,3,7.0
2020-03-23,14870,1,1.0
2020-03-23,10250,1,2.0
2020-03-23,14900,2,13.0
2020-03-23,10750,5,17.0
2020-03-23,10850,2,3.0
2020-03-23,10900,2,6.0
2020-03-23,11300,1,2.0
2020-03-23,11450,1,14.0
2020-03-23,11500,1,9.0
2020-03-23,11570,5,24.0
2020-03-23,11650,6,26.0
2020-03-23,11720,3,8.0
2020-03-23,12380,3,19.0
2020-03-23,12390,2,2.0
2020-03-23,10500,2,12.0
2020-03-23,12930,2,9.0
2020-03-23,14850,1,1.0
2020-03-23,14700,4,14.0
2020-03-23,14650,8,17.0
2020-03-23,12700,1,3.0
2020-03-23,14400,1,3.0
2020-03-23,14500,2,19.0
2020-03-23,14200,2,2.0
2020-03-23,14170,5,20.0
2020-03-23,14000,3,16.0
2020-03-23,13800,1,6.0
2020-03-23,13310,2,2.0
2020-03-23,14350,1,1.0
2020-03-24,16550,7,25.0
2020-03-24,16490,1,5.0
2020-03-24,16400,4,8.0
2020-03-24,16380,3,7.0
2020-03-24,15240,6,15.0
2020-03-24,15990,11,54.0
2020-03-24,15950,3,16.0
2020-03-24,15900,4,22.0
2020-03-24,15350,4,23.0
2020-03-24,16700,5,24.0
2020-03-24,16350,10,24.0
2020-03-24,16950,2,7.0
2020-03-24,17420,4,20.0
2020-03-24,17100,1,3.0
2020-03-24,17150,2,48.0
2020-03-24,17200,13,63.0
2020-03-24,17310,4,7.0
2020-03-24,17750,2,2.0
2020-03-24,18050,13,98.0
2020-03-24,18250,2,11.0
2020-03-24,18350,1,12.0
2020-03-24,18450,3,20.0
2020-03-24,18500,4,57.0
2020-03-24,15050,3,10.0
2020-03-24,17000,2,2.0
2020-03-24,14900,2,15.0
2020-03-24,10470,2,6.0
2020-03-24,14650,5,22.0
2020-03-24,14700,3,16.0
2020-03-24,10050,1,2.0
2020-03-24,10500,2,14.0
2020-03-24,10550,1,4.0
2020-03-24,10750,4,21.0
2020-03-24,11350,1,3.0
2020-03-24,11400,1,1.0
2020-03-24,11570,6,30.0
2020-03-24,11650,13,39.0
2020-03-24,11720,1,9.0
2020-03-24,11730,1,4.0
2020-03-24,10900,2,7.0
2020-03-24,12380,2,21.0
2020-03-24,14500,5,23.0
2020-03-24,12160,1,1.0
2020-03-24,14100,1,7.0
2020-03-24,14000,7,23.0
2020-03-24,13450,1,1.0
2020-03-24,13800,5,11.0
2020-03-24,13310,1,3.0
2020-03-24,12930,2,11.0
2020-03-24,12870,2,2.0
2020-03-24,12850,2,3.0
2020-03-24,12750,1,3.0
2020-03-25,16260,3,18.0
2020-03-25,16550,5,30.0
2020-03-25,16400,3,11.0
2020-03-25,16350,4,28.0
2020-03-25,16700,3,26.0
2020-03-25,15990,11,64.0
2020-03-25,15270,1,2.0
2020-03-25,15900,6,28.0
2020-03-25,15850,1,1.0
2020-03-25,15350,2,25.0
2020-03-25,18500,10,66.0
2020-03-25,16900,5,11.0
2020-03-25,15950,5,21.0
2020-03-25,16950,1,8.0
2020-03-25,18350,1,13.0
2020-03-25,17100,1,4.0
2020-03-25,17150,5,53.0
2020-03-25,17200,8,70.0
2020-03-25,17310,1,8.0
2020-03-25,17420,3,23.0
2020-03-25,17620,1,1.0
2020-03-25,17750,1,3.0
2020-03-25,18050,10,108.0
2020-03-25,18100,1,1.0
2020-03-25,18250,1,12.0
2020-03-25,18400,1,1.0
2020-03-25,18450,5,25.0
2020-03-25,15050,5,15.0
2020-03-25,17040,1,1.0
2020-03-25,14900,2,17.0
2020-03-25,15240,5,20.0
2020-03-25,14700,2,18.0
2020-03-25,14850,1,2.0
2020-03-25,10050,2,4.0
2020-03-25,10500,3,14.0
2020-03-25,10550,1,5.0
2020-03-25,10750,8,27.0
2020-03-25,10900,3,10.0
2020-03-25,11350,1,4.0
2020-03-25,11450,1,15.0
2020-03-25,11500,4,13.0
2020-03-25,11520,3,4.0
2020-03-25,11570,9,39.0
2020-03-25,11650,11,49.0
2020-03-25,11720,2,11.0
2020-03-25,11800,2,5.0
2020-03-25,10250,1,3.0
2020-03-25,12390,3,5.0
2020-03-25,12380,1,22.0
2020-03-25,14650,6,28.0
2020-03-25,14200,1,3.0
2020-03-25,14170,8,28.0
2020-03-25,14100,2,8.0
2020-03-25,14000,3,23.0
2020-03-25,14500,3,26.0
2020-03-25,13340,2,2.0
2020-03-25,12750,1,4.0
2020-03-25,13800,2,13.0
2020-03-25,12850,1,4.0
2020-03-25,13010,2,2.0
2020-03-25,13310,1,4.0
2020-03-25,12930,1,12.0
2020-03-26,15350,2,27.0
2020-03-26,16550,5,35.0
2020-03-26,15650,1,1.0
2020-03-26,15900,3,31.0
2020-03-26,15950,1,22.0
2020-03-26,15990,12,76.0
2020-03-26,16260,1,18.0
2020-03-26,16350,3,31.0
2020-03-26,16380,2,9.0
2020-03-26,16400,3,14.0
2020-03-26,16490,2,7.0
2020-03-26,16700,3,28.0
2020-03-26,17950,1,1.0
2020-03-26,17150,6,58.0
2020-03-26,17200,10,80.0
2020-03-26,17310,1,9.0
2020-03-26,17420,1,24.0
2020-03-26,17550,3,11.0
2020-03-26,17750,1,4.0
2020-03-26,18050,17,123.0
2020-03-26,18250,1,13.0
2020-03-26,18450,4,29.0
2020-03-26,18500,2,68.0
2020-03-26,18710,2,2.0
2020-03-26,15240,3,23.0
2020-03-26,17040,4,5.0
2020-03-26,15050,4,19.0
2020-03-26,18400,1,2.0
2020-03-26,14700,1,19.0
2020-03-26,14900,4,20.0
2020-03-26,10050,2,6.0
2020-03-26,10470,1,7.0
2020-03-26,10550,2,7.0
2020-03-26,10750,6,32.0
2020-03-26,10900,2,12.0
2020-03-26,11300,1,3.0
2020-03-26,11350,1,5.0
2020-03-26,11500,4,16.0
2020-03-26,11520,2,6.0
2020-03-26,11570,8,47.0
2020-03-26,11650,11,60.0
2020-03-26,11720,1,12.0
2020-03-26,11450,6,20.0
2020-03-26,12380,3,24.0
2020-03-26,11800,2,7.0
2020-03-26,14500,2,28.0
2020-03-26,14170,5,32.0
2020-03-26,14100,2,10.0
2020-03-26,14000,2,24.0
2020-03-26,13800,2,14.0
2020-03-26,14650,2,30.0
2020-03-26,13310,1,5.0
2020-03-26,12930,2,14.0
2020-03-26,12870,2,4.0
2020-03-26,12850,3,7.0
2020-03-26,13450,2,3.0
2020-03-27,16490,1,8.0
2020-03-27,16400,2,16.0
2020-03-27,16380,3,12.0
2020-03-27,16350,6,37.0
2020-03-27,16260,1,19.0
2020-03-27,15990,8,84.0
2020-03-27,15950,10,31.0
2020-03-27,15900,2,33.0
2020-03-27,15560,2,2.0
2020-03-27,16550,6,41.0
2020-03-27,16150,2,4.0
2020-03-27,16700,5,32.0
2020-03-27,18500,4,68.0
2020-03-27,16950,6,14.0
2020-03-27,17150,2,59.0
2020-03-27,17200,9,87.0
2020-03-27,17310,1,10.0
2020-03-27,17400,1,3.0
2020-03-27,17420,1,25.0
2020-03-27,17640,2,2.0
2020-03-27,18020,1,2.0
2020-03-27,18050,10,131.0
2020-03-27,18250,3,16.0
2020-03-27,18350,2,14.0
2020-03-27,18450,5,34.0
2020-03-27,16900,3,14.0
2020-03-27,15350,1,28.0
2020-03-27,15050,2,21.0
2020-03-27,14900,7,27.0
2020-03-27,15240,5,28.0
2020-03-27,10500,3,16.0
2020-03-27,10550,1,8.0
2020-03-27,10750,7,38.0
2020-03-27,10900,1,12.0
2020-03-27,11400,1,2.0
2020-03-27,11450,4,24.0
2020-03-27,11520,2,8.0
2020-03-27,11570,4,51.0
2020-03-27,11650,15,75.0
2020-03-27,11720,1,12.0
2020-03-27,11730,3,7.0
2020-03-27,11500,3,19.0
2020-03-27,12750,2,6.0
2020-03-27,12380,6,30.0
2020-03-27,14700,2,21.0
2020-03-27,14650,3,33.0
2020-03-27,14500,8,36.0
2020-03-27,14350,1,2.0
2020-03-27,14850,2,4.0
2020-03-27,14000,7,31.0
2020-03-27,13800,3,17.0
2020-03-27,12930,10,23.0
2020-03-27,12870,2,6.0
2020-03-27,14170,7,39.0
2020-03-28,16400,5,21.0
2020-03-28,16380,5,17.0
2020-03-28,16350,5,41.0
2020-03-28,16260,1,19.0
2020-03-28,15990,11,93.0
2020-03-28,15900,4,37.0
2020-03-28,15560,1,3.0
2020-03-28,15270,2,4.0
2020-03-28,15240,2,30.0
2020-03-28,16490,1,9.0
2020-03-28,15950,1,32.0
2020-03-28,16550,1,41.0
2020-03-28,15050,1,22.0
2020-03-28,16900,1,15.0
2020-03-28,16950,2,16.0
2020-03-28,17000,1,3.0
2020-03-28,17150,11,69.0
2020-03-28,17200,3,87.0
2020-03-28,17310,1,11.0
2020-03-28,18050,2,129.0
2020-03-28,18250,1,16.0
2020-03-28,18350,1,15.0
2020-03-28,18450,3,37.0
2020-03-28,18500,2,69.0
2020-03-28,16700,7,39.0
2020-03-28,14700,1,22.0
2020-03-28,17420,8,32.0
2020-03-28,14500,3,39.0
2020-03-28,10130,1,1.0
2020-03-28,10250,1,4.0
2020-03-28,10470,1,8.0
2020-03-28,10600,1,1.0
2020-03-28,14650,3,36.0
2020-03-28,10750,4,42.0
2020-03-28,10900,1,13.0
2020-03-28,11450,1,25.0
2020-03-28,11500,2,21.0
2020-03-28,11520,3,10.0
2020-03-28,11570,5,56.0
2020-03-28,11650,6,81.0
2020-03-28,10500,3,19.0
2020-03-28,11730,1,8.0
2020-03-28,11720,3,15.0
2020-03-28,14170,3,42.0
2020-03-28,14000,1,32.0
2020-03-28,13800,1,18.0
2020-03-28,13310,1,6.0
2020-03-28,13850,1,1.0
2020-03-28,12850,1,8.0
2020-03-28,12750,2,8.0
2020-03-28,12700,1,4.0
2020-03-28,12380,3,32.0
2020-03-28,11800,1,6.0
2020-03-28,12930,3,26.0
2020-03-29,15950,1,32.0
2020-03-29,16700,1,39.0
2020-03-29,15990,6,98.0
2020-03-29,16260,2,18.0
2020-03-29,16350,1,42.0
2020-03-29,16380,2,19.0
2020-03-29,16400,2,23.0
2020-03-29,16550,1,41.0
2020-03-29,16900,2,17.0
2020-03-29,18350,1,15.0
2020-03-29,17150,3,71.0
2020-03-29,17200,10,95.0
2020-03-29,17310,1,12.0
2020-03-29,17420,6,38.0
2020-03-29,18250,1,17.0
2020-03-29,18450,1,37.0
2020-03-29,18500,1,66.0
2020-03-29,18710,4,6.0
2020-03-29,15900,3,40.0
2020-03-29,16950,4,20.0
2020-03-29,15240,1,31.0
2020-03-29,14700,2,22.0
2020-03-29,14900,2,29.0
2020-03-29,15050,2,24.0
2020-03-29,10500,7,26.0
2020-03-29,10650,1,1.0
2020-03-29,10750,12,54.0
2020-03-29,10900,1,14.0
2020-03-29,11300,1,4.0
2020-03-29,11350,2,6.0
2020-03-29,11500,3,24.0
2020-03-29,11520,3,13.0
2020-03-29,10470,1,9.0
2020-03-29,11650,7,87.0
2020-03-29,11570,4,59.0
2020-03-29,14650,3,38.0
2020-03-29,14170,2,42.0
2020-03-29,14850,1,5.0
2020-03-29,13340,1,3.0
2020-03-29,12930,5,31.0
2020-03-29,12380,4,34.0
2020-03-29,13800,1,18.0
2020-03-30,15950,1,32.0
2020-03-30,16950,2,22.0
2020-03-30,15990,7,105.0
2020-03-30,16350,4,46.0
2020-03-30,16380,1,20.0
2020-03-30,16400,1,24.0
2020-03-30,16700,4,42.0
2020-03-30,16900,1,18.0
2020-03-30,17040,1,6.0
2020-03-30,17550,1,12.0
2020-03-30,17200,2,97.0
2020-03-30,17420,1,37.0
2020-03-30,17750,4,8.0
2020-03-30,18050,2,124.0
2020-03-30,18350,1,15.0
2020-03-30,18450,3,39.0
2020-03-30,18500,3,68.0
2020-03-30,15900,1,41.0
2020-03-30,17150,2,72.0
2020-03-30,15800,1,1.0
2020-03-30,14650,2,40.0
2020-03-30,15350,1,25.0
2020-03-30,10500,3,28.0
2020-03-30,10750,6,60.0
2020-03-30,10900,3,17.0
2020-03-30,11300,1,5.0
2020-03-30,11570,5,63.0
2020-03-30,11650,1,88.0
2020-03-30,11720,3,16.0
2020-03-30,11800,1,6.0
2020-03-30,11350,4,10.0
2020-03-30,12750,1,9.0
2020-03-30,12850,1,8.0
2020-03-30,13310,1,7.0
2020-03-30,14000,1,31.0
2020-03-30,14100,1,9.0
2020-03-30,14170,3,44.0
2020-03-30,14350,1,3.0
2020-03-30,14500,1,38.0
2020-03-30,12380,2,36.0
2020-03-31,16700,3,44.0
2020-03-31,16610,1,1.0
2020-03-31,16550,3,40.0
2020-03-31,16400,1,25.0
2020-03-31,15990,10,108.0
2020-03-31,16350,2,45.0
2020-03-31,16260,4,20.0
2020-03-31,16900,1,19.0
2020-03-31,16380,2,22.0
2020-03-31,16950,1,22.0
2020-03-31,15900,2,40.0
2020-03-31,17150,4,69.0
2020-03-31,17200,3,95.0
2020-03-31,17420,5,42.0
2020-03-31,17640,1,3.0
2020-03-31,17650,1,1.0
2020-03-31,17750,1,9.0
2020-03-31,18050,4,125.0
2020-03-31,18250,1,15.0
2020-03-31,15950,2,33.0
2020-03-31,18500,3,67.0
2020-03-31,17100,1,5.0
2020-03-31,18450,2,41.0
2020-03-31,14500,6,41.0
2020-03-31,15350,1,22.0
2020-03-31,10500,5,31.0
2020-03-31,10550,1,9.0
2020-03-31,10650,1,2.0
2020-03-31,10750,6,65.0
2020-03-31,11250,1,1.0
2020-03-31,11450,2,24.0
2020-03-31,15700,1,2.0
2020-03-31,11570,5,68.0
2020-03-31,11650,9,96.0
2020-03-31,12380,5,40.0
2020-03-31,11500,2,26.0
2020-03-31,12870,1,7.0
2020-03-31,12850,1,9.0
2020-03-31,14900,1,28.0
2020-03-31,14700,3,25.0
2020-03-31,14400,1,3.0
2020-03-31,15050,2,26.0
2020-03-31,14000,1,32.0
2020-03-31,13800,1,19.0
2020-03-31,12930,2,33.0
2020-03-31,14170,2,45.0
2020-04-01,16350,2,45.0
2020-04-01,14700,2,27.0
2020-04-01,15050,2,27.0
2020-04-01,15240,2,31.0
2020-04-01,15900,3,42.0
2020-04-01,15950,3,35.0
2020-04-01,15990,7,115.0
2020-04-01,16260,3,23.0
2020-04-01,16400,2,27.0
2020-04-01,14650,1,41.0
2020-04-01,16700,5,49.0
2020-04-01,16950,3,24.0
2020-04-01,17150,4,69.0
2020-04-01,17200,12,97.0
2020-04-01,17420,4,45.0
2020-04-01,18050,9,126.0
2020-04-01,18450,3,43.0
2020-04-01,18500,1,65.0
2020-04-01,16550,5,45.0
2020-04-01,14500,2,43.0
2020-04-01,13800,1,20.0
2020-04-01,14170,2,46.0
2020-04-01,10500,1,32.0
2020-04-01,10750,7,71.0
2020-04-01,10900,1,18.0
2020-04-01,11350,2,11.0
2020-04-01,11450,1,24.0
2020-04-01,11520,1,14.0
2020-04-01,11570,1,68.0
2020-04-01,11650,2,96.0
2020-04-01,11500,1,27.0
2020-04-01,11800,2,8.0
2020-04-01,11720,3,18.0
2020-04-01,13910,2,2.0
2020-04-01,14350,1,4.0
2020-04-01,12930,1,34.0
2020-04-01,14100,1,9.0
2020-04-01,12700,1,5.0
2020-04-01,12380,5,43.0
2020-04-01,12850,2,11.0
2020-04-02,16900,1,20.0
2020-04-02,15700,1,3.0
2020-04-02,15950,2,37.0
2020-04-02,15990,2,114.0
2020-04-02,16260,1,23.0
2020-04-02,16350,2,46.0
2020-04-02,16400,1,28.0
2020-04-02,16550,3,44.0
2020-04-02,16950,1,25.0
2020-04-02,18500,1,62.0
2020-04-02,17150,8,75.0
2020-04-02,17200,6,97.0
2020-04-02,17420,3,46.0
2020-04-02,17750,1,10.0
2020-04-02,18050,4,127.0
2020-04-02,18350,1,15.0
2020-04-02,18450,1,43.0
2020-04-02,15350,2,23.0
2020-04-02,17000,1,4.0
2020-04-02,15240,2,32.0
2020-04-02,14900,1,28.0
2020-04-02,14870,1,2.0
2020-04-02,10500,1,33.0
2020-04-02,10650,1,3.0
2020-04-02,10750,5,76.0
2020-04-02,11250,1,2.0
2020-04-02,11300,1,5.0
2020-04-02,11570,3,68.0
2020-04-02,11650,4,98.0
2020-04-02,11720,2,20.0
2020-04-02,11800,1,9.0
2020-04-02,10250,2,6.0
2020-04-02,12850,1,12.0
2020-04-02,12930,3,36.0
2020-04-02,13550,1,1.0
2020-04-02,14100,1,9.0
2020-04-02,14170,6,51.0
2020-04-02,14400,1,3.0
2020-04-02,14500,4,44.0
2020-04-02,14650,2,40.0
2020-04-02,12380,3,43.0
2020-04-03,16150,1,3.0
2020-04-03,15990,7,117.0
2020-04-03,15050,1,26.0
2020-04-03,15900,1,43.0
